brand,text
Jezza,Love jezza. They always have some thing I love. Now that they have added shoes and hand bags to the collection. The service is fantastic at this this place. Fathima Zikra 1 review
Jezza,Women’s clothing outlet mostly western clothing style available 1 ravindu dilmika 1 review
Jezza,My wife’s go to place and recently they have introduced dress for gents as well.
Jezza,"They sculpt my figure without feeling restrictive, making them a wardrobe staple."
Jezza,They have nice collection. Prices are bit high.
Jezza,"I had the pleasure of visiting Jezza Fashion's Dehiwala branch recently, and I am thoroughly impressed with both their service and the quality of their clothing. From the moment I walked in, I was greeted warmly and felt welcomed. The store offers an extensive collection of both casual and formal dresses, each piece reflecting excellent craftsmanship and style. I want to highlight the exceptional service provided by Shaira, one of the staff members. Shaira's dedication to her job and her customers is truly commendable. She was incredibly attentive, helping me find exactly what I was looking for with her knowledgeable suggestions and keen eye for fashion. Her friendly and professional demeanor made my shopping experience not only efficient but also enjoyable. The attention to detail in their dress designs and the quality of the materials used is evident, making Jezza Fashion stand out from other retailers. Whether you're looking for something casual or a formal outfit for a special occasion, you can trust that you'll find something perfect here. Overall, I am extremely satisfied with my experience at Jezza Fashion, Dehiwala. I highly recommend this store to anyone looking for top-notch service and high-quality fashion. Kudos to the team, and especially to Shaira, for making my visit exceptional. Shifara Samsudeen 1 review"
Jezza,Good collection of uncommon designs
Jezza,"Clothes are little in to pricy side. However, i always liked there collection hope they can put a reasonable price on there modest clothing."
Jezza,Love it people and collection's 👍
Jezza,"Lovely collections, but very high prices. 1 mohamed saleem"
Jezza,Nice place to shop if you are looking for modest dressing.
Jezza,"The color faded rather quickly, making them look less vibrant over time."
Jezza,The quality is evident from the precise stitching to the durable material.
Jezza,The unique cut gives a modern twist while still keeping it elegantly simple.
Jezza,Yah very cool collection and very good customer service and specialy Rizvana good customers service And yah
Jezza,The fabric’s softness and slight stretch make them perfect for long days.
Jezza,A stylish top that transitions seamlessly from daytime errands to evening outings.
Jezza,"Time wasting, They still believe floral designs are in trend..!! V difficult to witness a top without floral design."
Jezza,Amazing collections and beautiful environment!
Jezza,New I received my habaya today.Thank u jezza fashion for your beautiful product and also thank you so much shaira for your kind service.
Jezza,Very expensive but quality dresses
Jezza,I love the modern design with subtle details that enhance the overall look.
Jezza,Very unique designs of office wear and casual wears. Verry good customer service.
Jezza,Awesome collections of unique designs
Jezza,Finest place for clothing in Colombo
Jezza,Loved the clothes MI PREMIER TRADING PVT LTD
Jezza,Great collection of clothes. The quality is exceptional. The prices are a bit too high. The staff is friendly and the shop is spacious
Jezza,Good collection with $$$$$ Noor Nabeela 1 review
Jezza,Ladies latest ready made dresses
Jezza,"Plenty of modest clothing for ladies. The quality isn’t that great, some materials get woolly/fluffy after a couple of wears and the sewing could definitely be better for the high prices they charge. They do exchange if you complain about the sewing defects or material issues after wearing which is only fair. Some items like pants are very overpriced. The staff is friendly and quite helpful, some can be quite pushy though. Yaz Deen"
Jezza,They should add more designer clothes.
Jezza,Favorite place. I use purchesing with available items. Anyway more designs need to be added. Some material Material quality should be improved. And need different pattern of tops. Consider the pricess. Above 3000 from single top is seems to be exaggerated amount. C.K. June
Jezza,"As a Muslim girl, I'm an often buyer from Jezza since it fits all my needs. However, their cloth materials are terrible. I've told them this several times. The material is synthetic and it doesn't have a lining. You get boiled in Colombo when you wear it. Once you wash them, they shrink and lose color. Additionally, their fit on rooms at dehiwala out are terrible . So many times I have complained to fix some bright lights . Inside that fit on room lights where not bright enough and you can see shadows. I simply love the quality of the product what gflock produce. I do buy products from them, but most of the times I don’t like to wear tight out fit. But couple of outfits I have bought and wearing it for almost 10 years and still when I wear people ask me from where I bought it. Material quality is good and simply has the class. Jezza everytime after the purchase I have only regrets. If you can’t take our feedback and improve you must stop cheating people and their hard earn money. I think spending on good cloths is an investment we do for ourselves."
Jezza,"Good collection of clothing, especially for ladies and kids ware. 1"
Jezza,New Cool collection exclusively for the muslim ladies. Workwear is also good and i love the colors so much as well as the styles Vasana Gunasekera Vasana Gunasekera Vasana Gunasekera
Jezza,Best customer service and good quality dresses zainabashraff
Jezza,Lovely collection of clothes. Simply amazing.
Jezza,"One of the great place for clothing, they have a wonderful collection plus i appreciate the effort you put on marketing . Great service"
